제요금입력역명,제요금입력일자,제요금일련번호,운송장접수일자,운송장번호,사용신청역명,지시일자,지시번호,화통입력일자,화통번호,화차차량번호,화물운송1단가,화물운송2단가,화물운송3단가,화차1차량수,화차2차량수,화차3차량수,화물지시종류,전세열차번호,최초등록일시,최종변경일시
도담,1998-05-05,1,,47476,도담,1998-05-05,3,,35160,20297,0,0,19100,2,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
평은,1998-03-27,1,,42369,평은,1998-03-27,1,,59222,959062,0,0,19100,0,1,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
평은,1998-03-27,2,,42369,평은,1998-03-27,2,,59222,959062,0,0,19100,0,1,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
평은,1998-03-27,3,,42369,평은,1998-03-27,3,,59222,959062,0,0,19100,0,1,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
평은,1998-03-27,4,,42369,평은,1998-03-27,4,,59222,959062,0,0,19100,0,1,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
서대전,1998-08-09,2,,28168,서대전,1998-08-09,1,,22795,      ,0,0,19100,0,1,0,,,2011-12-08 18:18,2011-12-08 18:18
부산진,2004-04-06,3,,52569,부산진,2004-04-06,5,,0,70278,0,22500,145500,0,3,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
부산진,2004-04-27,1,,54909,부산진,2004-04-27,1,,0,      ,0,22500,145500,11,0,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
부산진,2004-05-12,2,,56438,부산진,2004-05-12,1,,0,70316,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
부산진,2004-06-21,1,,50705,부산진,2004-06-21,1,,0,763096,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
동익산,2004-07-05,5,,33518,동익산,2004-07-05,1,,30893,      ,0,0,22500,1,0,0,,,2011-12-08 18:18,2011-12-08 18:18
서대전,2002-09-18,1,,23829,서대전,2002-09-18,1,,23740,583905,0,21400,138600,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
함열,1999-05-12,1,,32735,함열,1999-05-12,1,,0,      ,0,19100,123400,1,0,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
함열,1999-05-12,2,,32736,함열,1999-05-12,2,,0,      ,0,19100,123400,1,0,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
함열,1999-05-12,3,,32741,함열,1999-05-12,3,,0,      ,0,19100,123400,1,0,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
함열,2003-02-18,1,,32928,함열,2003-02-18,1,,33176,590261,0,0,21400,0,0,2,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
익산,2000-11-11,1,,38469,익산,2000-11-11,1,,32649,20423,0,0,20400,0,0,1,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
김제,2003-07-10,1,,31998,김제,2003-07-10,1,,0,      ,0,21400,138600,1,0,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
신태인,1998-01-19,1,,32601,신태인,1998-01-19,1,,33947,580256,0,0,19100,3,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
신태인,1998-03-04,1,,34821,신태인,1998-03-04,1,,33306,291312,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
정읍,2000-01-17,3,,39332,정읍,2000-01-17,1,,27577,293393,0,0,19100,0,0,1,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
정읍,2003-04-01,1,,13785,정읍,2003-04-01,1,,16772,71086,0,0,21400,0,0,3,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
천원,2002-10-02,1,,24193,천원,2002-10-02,1,,22666,71066,0,0,21400,0,0,3,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
천원,2002-10-28,1,,48054,천원,2002-10-28,1,,59377,71011,0,0,21400,0,0,4,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
천원,2003-03-28,1,,35304,천원,2003-03-28,1,,33085,71232,0,0,21400,0,0,4,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
천원,2003-03-28,2,,35304,천원,2003-03-28,2,,33086,71042,0,0,21400,0,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
천원,2003-03-28,3,,35304,천원,2003-03-28,1,,33085,71042,0,0,21400,0,0,2,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
천원,2003-03-28,4,,35304,천원,2003-03-28,1,,33085,71042,0,0,21400,0,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
천원,2003-03-28,5,,35427,천원,2003-03-28,5,,33558,71042,0,0,21400,0,0,2,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
천원,2003-05-04,1,,46521,천원,2003-05-04,1,,59648,71101,0,0,21400,0,0,1,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
천원,2003-05-27,1,,39354,천원,2003-05-27,1,,0,      ,0,21400,138600,1,0,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
장성,1998-01-20,1,,32709,장성,1998-01-20,1,,33967,292035,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
임곡,1998-03-26,1,,36041,임곡,1998-03-26,2,,31768,761646,0,0,19100,0,1,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
임곡,1999-06-07,1,,35322,임곡,1999-06-07,1,,32691,761183,0,19100,123400,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
임곡,2001-08-17,3,,36330,임곡,2001-08-17,1,,32037,976822,0,20400,132000,0,2,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
송정리,2000-09-01,2,,34280,송정리,2000-09-01,1,,32804,590318,0,0,20400,0,0,1,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
송정리,2000-09-01,3,,34280,송정리,2000-09-01,2,,32800,590201,0,0,20400,0,0,1,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
송정리,2000-09-01,4,,34280,송정리,2000-09-01,3,,32801,590256,0,0,20400,0,0,1,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
송정리,2000-09-01,5,,34280,송정리,2000-09-01,4,,32802,590285,0,0,20400,0,0,1,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
송정리,2000-09-01,6,,34280,송정리,2000-09-01,5,,32803,590287,0,0,20400,0,0,1,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
나주,1999-07-28,1,,38691,나주,1999-07-28,1,,32528,590023,0,0,19100,0,0,3,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
나주,2002-03-18,2,,11269,나주,2002-03-18,1,,15930,20776,0,0,20400,0,0,1,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
나주,2002-04-27,2,,13807,나주,2002-04-27,1,,16038,20459,0,0,21400,0,0,1,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
무안,2001-07-04,1,,57895,무안,2001-07-04,2,,66152,71100,0,0,20400,0,0,1,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
무안,2001-07-04,2,,57895,무안,2001-07-04,3,,66156,761839,0,0,20400,0,0,1,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
무안,2001-07-04,3,,57895,무안,2001-07-04,4,,66154,71143,0,0,20400,0,0,1,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
무안,2001-07-04,4,,57895,무안,2001-07-04,6,,66135,71085,0,0,20400,0,0,1,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
무안,2001-07-04,5,,57895,무안,2001-07-04,7,,66155,71152,0,0,20400,0,0,1,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
무안,2001-07-04,6,,57895,무안,2001-07-04,8,,66153,71105,0,0,20400,0,0,1,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
목포,2002-05-03,2,,34004,목포,2002-05-03,1,,0,      ,0,21400,138600,1,0,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
동익산,2001-06-15,1,,32005,동익산,2001-06-15,1,,0,      ,0,20400,132000,5,0,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
동익산,2003-06-17,1,,30716,동익산,2003-06-17,1,,30964,975216,0,21400,138600,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
장성,2004-01-09,2,,32936,장성,2004-01-09,2,,31106,763155,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
동익산,2004-07-05,6,,33518,동익산,2004-07-05,1,,30893,      ,0,0,22500,1,0,0,,,2011-12-08 18:18,2011-12-08 18:18
동익산,2004-07-05,7,,33518,동익산,2004-07-05,2,,30895,      ,0,0,22500,1,0,0,,,2011-12-08 18:18,2011-12-08 18:18
동익산,2004-07-13,1,,34012,동익산,2004-07-13,1,,31030,976112,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
동익산,2003-08-21,1,,34324,동익산,2003-08-21,1,,30906,70384,0,21400,138600,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
동익산,2003-08-21,2,,34324,동익산,2003-08-21,2,,30907,70566,0,21400,138600,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
동익산,2003-08-21,3,,34324,동익산,2003-08-21,3,,30908,70567,0,21400,138600,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
동익산,2003-08-21,4,,34324,동익산,2003-08-21,4,,30909,70678,0,21400,138600,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
동익산,2003-10-29,1,,38778,동익산,2003-10-29,1,,30951,70171,0,21400,138600,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
동익산,2003-10-29,2,,38778,동익산,2003-10-29,2,,30952,976275,0,21400,138600,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
동익산,2003-10-29,3,,38779,동익산,2003-10-29,3,,30955,70683,0,21400,138600,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
동익산,2003-10-29,4,,38779,동익산,2003-10-29,4,,30956,974008,0,21400,138600,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
남원,2001-09-24,3,,39009,남원,2001-09-24,1,,0,      ,0,20400,132000,1,0,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
곡성,1998-01-31,4,,32933,곡성,1998-01-31,1,,31192,761284,0,0,19100,0,1,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
곡성,1998-01-31,5,,32933,곡성,1998-01-31,2,,31193,761467,0,0,19100,0,1,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
곡성,1998-01-31,6,,32933,곡성,1998-01-31,3,,31194,761651,0,0,19100,0,1,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
곡성,1998-01-31,7,,32933,곡성,1998-01-31,4,,31195,761716,0,0,19100,0,1,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
곡성,1998-01-31,8,,32935,곡성,1998-01-31,5,,31196,761820,0,0,19100,0,1,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
곡성,2001-06-26,1,,32638,곡성,2001-06-26,3,,32014,590318,0,20400,132000,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
괴목,1998-06-23,1,,30600,괴목,1998-06-23,1,,0,      ,0,19100,123400,2,0,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
율촌,1998-05-04,1,,38082,율촌,1998-05-04,1,,33796,976736,0,19100,123400,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
율촌,1998-06-10,1,,39967,율촌,1998-06-10,1,,33274,760690,0,0,19100,0,1,0,수화인변경,,2011-12-08 18:18,2011-12-08 18:18
율촌,1998-06-10,2,,39967,율촌,1998-06-10,2,,33274,760690,0,0,19100,0,1,0,수화인변경,,2011-12-08 18:18,2011-12-08 18:18
율촌,1998-07-08,1,,31208,율촌,1998-07-08,1,,32512,975034,0,19100,123400,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
율촌,1998-07-10,1,,31365,율촌,1998-07-10,2,,32750,976329,0,19100,123400,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
율촌,1998-07-10,2,,31365,율촌,1998-07-10,1,,32749,975217,0,19100,123400,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
율촌,1998-09-07,1,,34381,율촌,1998-09-07,1,,32987,976855,0,19100,123400,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
율촌,1998-10-09,1,,36240,율촌,1998-10-09,2,,33685,770040,0,19100,123400,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
율촌,1999-10-23,1,,34133,율촌,1999-10-23,1,,31541,976082,0,19100,123400,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
여수,1998-02-20,1,,34236,여수,1998-02-20,1,,29718,290513,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
여수,1998-02-20,2,,34236,여수,1998-02-20,2,,29718,290513,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
여수,1998-09-21,2,,35226,여수,1998-09-21,1,,29682,848723,0,19100,123400,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
여수,2000-04-19,1,,35071,여수,2000-04-19,1,,0,      ,0,19100,123400,10,0,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
청주,1998-01-10,1,,23166,청주,1998-01-10,1,,23256,976417,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
청주,1998-01-10,2,,23166,청주,1998-01-10,2,,23256,976417,0,0,19100,1,0,0,수화인변경,,2011-12-08 18:18,2011-12-08 18:18
청주,1998-05-09,1,,25921,청주,1998-05-09,1,,23279,976004,0,19100,123400,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
오류동,1998-04-27,1,,19717,오류동,1998-04-27,1,,16059,291310,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
오류동,2002-07-12,1,,19500,오류동,2002-07-12,1,,0,293386,0,21400,138600,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
오류동,2002-07-12,2,,19501,오류동,2002-07-12,2,,0,20138,0,21400,138600,0,3,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
인천,1998-01-20,1,,14369,인천,1998-01-20,1,,15008,580155,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
인천,1998-01-24,1,,13989,인천,1998-01-24,2,,14630,581863,0,0,19100,0,1,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
인천,1998-01-24,2,,13989,인천,1998-01-24,3,,14631,582266,0,0,19100,0,1,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
인천,1998-01-24,3,,13989,인천,1998-01-24,4,,14633,583474,0,0,19100,0,1,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
인천,1998-01-24,4,,13989,인천,1998-01-24,5,,14632,582290,0,0,19100,0,1,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
인천,1998-01-24,5,,14643,인천,1998-01-24,6,,15193,580881,0,0,19100,5,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
인천,1998-03-19,4,,17562,인천,1998-03-19,1,,14371,40016,0,0,19100,0,1,0,수화인변경,,2011-12-08 18:18,2011-12-08 18:18
청주,2003-11-22,1,,23095,청주,2003-11-22,2,,0,      ,0,21400,138600,1,0,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
청주,2003-11-22,2,,23096,청주,2003-11-22,3,,0,      ,0,21400,138600,1,0,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
청주,2003-11-22,3,,23097,청주,2003-11-22,4,,0,      ,0,21400,138600,1,0,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
청주,2003-11-22,4,,23098,청주,2003-11-22,5,,0,      ,0,21400,138600,1,0,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
청주,2003-11-22,5,,23099,청주,2003-11-22,6,,0,      ,0,21400,138600,1,0,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
동익산,2004-07-13,2,,34012,동익산,2004-07-13,2,,31031,976324,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
부산진,2004-07-21,2,,56954,부산진,2004-07-21,1,,62863,70547,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
부곡,2004-07-30,2,,12017,부곡,2004-07-30,1,,19494,999901,0,0,22500,0,1,0,,,2011-12-08 18:18,2011-12-08 18:18
부곡,2004-07-30,1,,12017,부곡,2004-07-30,1,,19494,999901,0,22500,145500,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
오송,2006-12-06,1,,25228,오송,2006-12-06,1,,23738,999999,0,24700,160000,1,0,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
옥천,2007-11-05,2,,22060,옥천,2007-11-05,1,,23446,975048,0,24700,160000,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
왜관,2008-06-03,1,,51253,왜관,2008-06-03,1,,79615,499694,0,24700,160000,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
왜관,2008-06-03,2,,51253,왜관,2008-06-03,2,,79610,499606,0,24700,160000,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
왜관,2008-06-03,3,,51253,왜관,2008-06-03,3,,79612,499663,0,24700,160000,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
옥천,2009-02-26,1,,23148,옥천,2009-02-26,1,,23986,763020,0,24700,160000,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
옥천,2009-08-02,1,,29057,옥천,2009-07-31,1,,23292,      ,0,0,24700,1,0,0,,,2011-12-08 18:18,2011-12-08 18:18
옥천,2009-08-02,2,,29057,옥천,2009-07-31,1,,23292,      ,0,0,24700,1,0,0,,,2011-12-08 18:18,2011-12-08 18:18
문수,2009-08-13,1,,44828,문수,2009-08-13,1,,59726,20652,0,24700,160000,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
옥천,2010-01-08,1,,24552,옥천,2010-01-08,1,,22796,      ,0,0,24700,1,0,0,,,2011-12-08 18:18,2011-12-08 18:18
오송,2010-01-18,1,,30154,오송,2010-01-18,1,,22742,999991,0,24700,160000,0,4,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
옥천,2010-09-01,3,,54754,옥천,2010-09-01,1,,23634,70156,0,24700,351700,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
옥천,2010-09-01,4,,54779,옥천,2010-09-01,2,,23635,70386,0,24700,351700,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
옥천,2010-09-01,5,,54779,옥천,2010-09-01,3,,23636,976434,0,24700,351700,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
옥천,2010-09-01,6,,54779,옥천,2010-09-01,4,,23637,976625,0,24700,351700,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
서울,2011-07-15,1,,14593,신창원,2011-07-14,1,,76225,110201,0,24700,351700,0,1,0,탁송취소,,2011-12-08 18:18,2011-12-08 18:18
인천,1998-03-19,5,,17562,인천,1998-03-19,2,,14371,40016,0,0,19100,0,1,0,수화인변경,,2011-12-08 18:18,2011-12-08 18:18
인천,1998-03-21,1,,17710,인천,1998-03-21,1,,14436,580874,0,0,19100,1,0,0,수화인변경,,2011-12-08 18:18,2011-12-08 18:18
인천,1998-03-21,2,,17710,인천,1998-03-21,2,,14436,580874,0,0,19100,13,0,0,수화인변경,,2011-12-08 18:18,2011-12-08 18:18
인천,1998-03-21,3,,17710,인천,1998-03-21,15,,14449,582597,0,0,19100,11,0,0,수화인변경,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-03,2,,23002,삽교,1998-01-03,1,,21823,976720,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-07,1,,23090,삽교,1998-01-07,1,,21876,974101,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-09,2,,23145,삽교,1998-01-09,1,,21910,975249,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-13,2,,23233,삽교,1998-01-13,1,,21975,974006,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-20,2,,23397,삽교,1998-01-20,1,,21813,770027,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-20,3,,23397,삽교,1998-01-20,2,,21812,760860,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-21,1,,23410,삽교,1998-01-21,1,,21814,760768,0,0,19100,0,1,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-21,2,,23410,삽교,1998-01-21,2,,21815,976104,0,0,19100,0,1,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-21,3,,23410,삽교,1998-01-21,3,,21816,976310,0,0,19100,0,1,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-21,4,,23410,삽교,1998-01-21,4,,21817,976726,0,0,19100,0,1,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-21,5,,23410,삽교,1998-01-21,5,,21818,760459,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-21,6,,23410,삽교,1998-01-21,6,,21819,770059,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-21,7,,23410,삽교,1998-01-21,7,,21820,975272,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-21,8,,23410,삽교,1998-01-21,8,,21821,976415,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-21,9,,23410,삽교,1998-01-21,9,,21822,976702,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-21,10,,23410,삽교,1998-01-21,10,,21823,760016,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-21,11,,23410,삽교,1998-01-21,11,,21824,760726,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-21,12,,23410,삽교,1998-01-21,12,,21825,975218,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-21,14,,23410,삽교,1998-01-21,13,,21824,760726,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-21,15,,23410,삽교,1998-01-21,14,,21825,975218,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-21,16,,23410,삽교,1998-01-21,15,,21826,976858,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-21,17,,23410,삽교,1998-01-21,16,,21827,975209,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-21,18,,23410,삽교,1998-01-21,17,,21828,976063,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-21,19,,23410,삽교,1998-01-21,18,,21829,976110,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-21,20,,23410,삽교,1998-01-21,19,,21830,976247,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-21,21,,23410,삽교,1998-01-21,20,,21831,976264,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-21,22,,23410,삽교,1998-01-21,21,,21832,976814,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-21,23,,23410,삽교,1998-01-21,22,,21826,976858,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-21,24,,23410,삽교,1998-01-21,23,,21833,760457,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-21,25,,23410,삽교,1998-01-21,24,,21834,770065,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-21,26,,23410,삽교,1998-01-21,25,,21835,976851,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-22,2,,23433,삽교,1998-01-22,1,,21855,760263,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-22,3,,23434,삽교,1998-01-22,2,,21863,975260,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-22,4,,23434,삽교,1998-01-22,3,,21861,770018,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-22,5,,23434,삽교,1998-01-22,4,,21858,760390,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-22,6,,23434,삽교,1998-01-22,5,,21868,976807,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-22,7,,23434,삽교,1998-01-22,6,,21864,976029,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-22,8,,23434,삽교,1998-01-22,7,,21866,976209,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-22,9,,23434,삽교,1998-01-22,8,,21862,975235,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-22,10,,23434,삽교,1998-01-22,9,,21867,976626,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-22,11,,23434,삽교,1998-01-22,10,,21860,760937,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
신례원,2009-07-10,1,,33376,신례원,2009-07-10,1,,31553,999991,0,24700,160000,0,1,0,탁송취소,3178,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-22,12,,23434,삽교,1998-01-22,11,,21859,760414,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-22,13,,23434,삽교,1998-01-22,12,,21865,976038,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-26,1,,23505,삽교,1998-01-26,1,,21977,976912,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-26,2,,23505,삽교,1998-01-26,2,,21975,976089,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-26,3,,23505,삽교,1998-01-26,3,,21976,976317,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
삽교,1998-01-27,1,,23508,삽교,1998-01-27,1,,21981,760450,0,0,19100,1,0,0,착역변경 ,,2011-12-08 18:18,2011-12-08 18:18
